,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
662,662,Englemount-Lawrence ,43.7203446653,-79.43740855,TD Canada Trust,43.71959476063140,-79.43279877315950,Bank
664,664,Englemount-Lawrence ,43.7203446653,-79.43740855,Wellwise by Shoppers Drug Mart,43.719352,-79.432631,Pharmacy
670,670,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Pizza Pizza,43.66039164809370,-79.58268581863340,Pizza Place
671,671,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Tim Hortons,43.66042461312570,-79.58303405910560,Coffee Shop
672,672,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Golden Wok Chinese Restaurant,43.660490681961800,-79.58231896162030,Chinese Restaurant
673,673,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Eringate park,43.66166755775990,-79.5810934977758,Park
674,674,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Mac's,43.661683679343800,-79.58272845575150,Convenience Store
675,675,Eringate-Centennial-West Deane ,43.6580167554,-79.5804452375,Centennial Park Arena,43.65594942860720,-79.58556833825010,Hockey Arena
676,676,Etobicoke West Mall ,43.6450626244,-79.5689387722,Tim Hortons,43.6447049,-79.5676593,Coffee Shop
677,677,Etobicoke West Mall ,43.6450626244,-79.5689387722,Farmer's Market Etobicoke,43.643061019600300,-79.56619097935340,Farmers Market
678,678,Etobicoke West Mall ,43.6450626244,-79.5689387722,Applewood Shaver House,43.64791066469790,-79.56864380795460,History Museum
679,679,Etobicoke West Mall ,43.6450626244,-79.5689387722,"Moweso Web Marketing Ltd, Website Design & Development",43.64916610717770,-79.56954193115230,IT Services
690,690,Flemingdon Park ,43.715929754000000,-79.3326459673,Tim Hortons,43.71390817972350,-79.33581188321110,Coffee Shop
691,691,Flemingdon Park ,43.715929754000000,-79.3326459673,Pita Land,43.714177658294300,-79.3355369567871,Falafel Restaurant
683,683,Flemingdon Park ,43.715929754000000,-79.3326459673,Shoppers Drug Mart,43.714038,-79.334223,Pharmacy
693,693,Flemingdon Park ,43.715929754000000,-79.3326459673,Living Earth Exhibit,43.71636704626100,-79.33712455769800,Science Museum
689,689,Flemingdon Park ,43.715929754000000,-79.3326459673,Caribbean Palms Restaurant,43.71402823628150,-79.33404332370130,Caribbean Restaurant
692,692,Flemingdon Park ,43.715929754000000,-79.3326459673,Flemingdon park,43.71294029192850,-79.33341675701850,Park
688,688,Flemingdon Park ,43.715929754000000,-79.3326459673,Afghan Village Restaurant,43.713828693007100,-79.33498978614810,Middle Eastern Restaurant
681,681,Flemingdon Park ,43.715929754000000,-79.3326459673,Shaheen Tikka & Kabab House,43.71401101858950,-79.33429628953290,Pakistani Restaurant
686,686,Flemingdon Park ,43.715929754000000,-79.3326459673,GoodLife Fitness North York Ferrand and Rochefort,43.719812,-79.331564,Gym
685,685,Flemingdon Park ,43.715929754000000,-79.3326459673,Subway,43.71416136913960,-79.33567226168380,Sandwich Place
684,684,Flemingdon Park ,43.715929754000000,-79.3326459673,McDonald's,43.714673237757200,-79.33391181849980,Fast Food Restaurant
682,682,Flemingdon Park ,43.715929754000000,-79.3326459673,Osaka,43.71404434581390,-79.33499992750720,Japanese Restaurant
680,680,Flemingdon Park ,43.715929754000000,-79.3326459673,Sunny Foodmart,43.71440700906990,-79.33370230230360,Grocery Store
687,687,Flemingdon Park ,43.715929754000000,-79.3326459673,Itamae AYCE Sushi,43.71399796570370,-79.3354839499425,Japanese Restaurant
712,712,Forest Hill North ,43.7042175596,-79.42814316480000,Bagel Brigade,43.70028,-79.4294,Bagel Shop
711,711,Forest Hill North ,43.7042175596,-79.42814316480000,Tokyo Sushi,43.70033806727140,-79.42948565356840,Sushi Restaurant
710,710,Forest Hill North ,43.7042175596,-79.42814316480000,Hakim Optical,43.700880300000000,-79.42530059,Optical Shop
709,709,Forest Hill North ,43.7042175596,-79.42814316480000,Eglinton,43.705165593383800,-79.42309955387720,Spa
708,708,Forest Hill North ,43.7042175596,-79.42814316480000,Hazel's Diner,43.700529000000000,-79.42859,Breakfast Spot
707,707,Forest Hill North ,43.7042175596,-79.42814316480000,Parkway Fine Foods,43.700625132640000,-79.42718846729190,Food & Drink Shop
706,706,Forest Hill North ,43.7042175596,-79.42814316480000,Forest Hill Pizza,43.700904,-79.426272,Pizza Place
705,705,Forest Hill North ,43.7042175596,-79.42814316480000,Nortown Foods,43.70070571029720,-79.42739455675120,Grocery Store
704,704,Forest Hill North ,43.7042175596,-79.42814316480000,Nicol MacNicol Park,43.70409562029000,-79.43285822868350,Park
701,701,Forest Hill North ,43.7042175596,-79.42814316480000,Pizza Pizza,43.700775,-79.426909,Pizza Place
702,702,Forest Hill North ,43.7042175596,-79.42814316480000,Bi Bim Bap,43.70035223811230,-79.42871533999570,Korean Restaurant
700,700,Forest Hill North ,43.7042175596,-79.42814316480000,Subway,43.700214,-79.429585,Sandwich Place
699,699,Forest Hill North ,43.7042175596,-79.42814316480000,Yogurty's,43.70079989087830,-79.42617084974330,Frozen Yogurt Shop
698,698,Forest Hill North ,43.7042175596,-79.42814316480000,TD Canada Trust,43.701201568268000,-79.42585229873660,Bank
697,697,Forest Hill North ,43.7042175596,-79.42814316480000,Belt Line Trail,43.70439621919200,-79.4242537010372,Trail
696,696,Forest Hill North ,43.7042175596,-79.42814316480000,St. Urbain Bagel,43.700646105156100,-79.4270592504537,Bagel Shop
695,695,Forest Hill North ,43.7042175596,-79.42814316480000,Jerusalem Restaurant,43.70024147908060,-79.42895714630740,Middle Eastern Restaurant
694,694,Forest Hill North ,43.7042175596,-79.42814316480000,Starbucks,43.70059767620580,-79.42760387254640,Coffee Shop
713,713,Forest Hill North ,43.7042175596,-79.42814316480000,Bistro Grande,43.700208761929500,-79.42959006976560,Restaurant
703,703,Forest Hill North ,43.7042175596,-79.42814316480000,Thirsty Fox Pub,43.700077660004300,-79.4300835905634,Gastropub
715,715,Forest Hill South ,43.694525756400000,-79.4143178642,Spadina Village Park,43.69004587377770,-79.414184654355,Playground
714,714,Forest Hill South ,43.694525756400000,-79.4143178642,Suydam Park,43.69042011625170,-79.4139003753662,Park
719,719,Glenfield-Jane Heights ,43.745635749800000,-79.5134653159,Spenvalley Park,43.745937937319600,-79.50779194611580,Park
718,718,Glenfield-Jane Heights ,43.745635749800000,-79.5134653159,Stanley Park,43.742448466456800,-79.51531966611270,Park
716,716,Glenfield-Jane Heights ,43.745635749800000,-79.5134653159,Commisso Bakery,43.748678000000000,-79.51726151,Tea Room
717,717,Glenfield-Jane Heights ,43.745635749800000,-79.5134653159,Oakdale Community Centre Pool,43.74797488649200,-79.51332111968310,Pool
749,749,Greenwood-Coxwell ,43.6726123109,-79.3243180234,The Social Gardener,43.671492504534800,-79.32576413751160,Vegetarian / Vegan Restaurant
741,741,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Brickyard Bistro,43.670800911784200,-79.32812485994870,Bistro
742,742,Greenwood-Coxwell ,43.6726123109,-79.3243180234,GoodLife Fitness Toronto Coxwell and Gerrard,43.673334000000000,-79.31970600000000,Gym
743,743,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Pizza Pizza,43.67095689178960,-79.32809840356400,Pizza Place
744,744,Greenwood-Coxwell ,43.6726123109,-79.3243180234,New Town Restaurant,43.67287967976410,-79.31948807998100,Diner
745,745,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Gerrard India Bazaar,43.67208555010100,-79.32340264320370,Shopping Plaza
746,746,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Baldev Paan House,43.671861012131000,-79.32368445285190,Indian Restaurant
747,747,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Riverdale Hub,43.671705535010800,-79.3254725443135,Art Gallery
750,750,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Karma's Kitchen,43.671905000000000,-79.32311700000000,Tibetan Restaurant
751,751,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lahori Taste & Burger House,43.671655906387600,-79.32458125378370,Indian Restaurant
752,752,Greenwood-Coxwell ,43.6726123109,-79.3243180234,The Redwood,43.671226000000000,-79.327212,Theater
753,753,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Two Headed Dog,43.6725782685344,-79.32075190854780,Gastropub
754,754,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Greenwood Ave streetcar stop,43.67102731567930,-79.32777460974220,Platform
755,755,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lahore Grill & Fast Food,43.67099152695730,-79.32804215768480,Halal Restaurant
756,756,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Glory Hole Doughnuts,43.67262,-79.31959500000000,Donut Shop
757,757,Greenwood-Coxwell ,43.6726123109,-79.3243180234,TTC Stop #1800,43.67523,-79.319822,Bus Stop
758,758,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Greenwood Park Playground,43.669657978871900,-79.32880105389910,Playground
740,740,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Subway,43.67315636311180,-79.3193818890498,Sandwich Place
739,739,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Gautama,43.672150257130000,-79.32287710601120,Indian Restaurant
748,748,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Toronto Cash & Carry,43.671954,-79.323412,Grocery Store
737,737,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Haandi 2000,43.67192914440450,-79.32366244535850,Indian Restaurant
738,738,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Regency Restaurant,43.67211822082370,-79.3224739756517,Indian Restaurant
721,721,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lahore Tikka House,43.67166839018910,-79.3247037631388,Pakistani Restaurant
722,722,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lake Inez,43.672520212121700,-79.32071230366760,Asian Restaurant
723,723,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Motimahal,43.672174809921400,-79.32253200796700,Indian Restaurant
724,724,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Maha's Fine Egyptian Cuisine,43.67175795547950,-79.32844442466580,Egyptian Restaurant
725,725,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Flying Pony,43.672554289580300,-79.32046357798330,Café
726,726,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Bombay Chowpatty,43.67187525209220,-79.3241136927465,Indian Restaurant
727,727,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Left Field Brewery,43.673704953413500,-79.33031026982500,Brewery
728,728,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Godspeed Brewery,43.672620301525800,-79.31922849103600,Brewery
720,720,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Udupi Palace,43.672479504625700,-79.32127455331220,Indian Restaurant
730,730,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Eulalie's Corner Store,43.67253532149760,-79.32189619176530,Bar
731,731,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Centre of Gravity,43.671301448667500,-79.32711235651770,Indie Theater
732,732,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Hakka Wow,43.672282,-79.322126,Indian Chinese Restaurant
733,733,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lazy Daisy's Cafe,43.672814090839600,-79.31943769132840,Café
734,734,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Lahore Paan Centre,43.672226125502700,-79.32212190790150,Snack Place
735,735,Greenwood-Coxwell ,43.6726123109,-79.3243180234,BJ Supermarket,43.672389439012400,-79.3213834879562,Grocery Store
736,736,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Sideshow Cafe,43.67118996476050,-79.32705815312260,Café
729,729,Greenwood-Coxwell ,43.6726123109,-79.3243180234,Pilot Coffee Roasters,43.67380053120250,-79.33004379272460,Café
764,764,Guildwood ,43.7488293378,-79.1950553496,Pizza Nova,43.747086000000000,-79.200446,Pizza Place
763,763,Guildwood ,43.7488293378,-79.1950553496,Subway,43.747176,-79.199616,Sandwich Place
762,762,Guildwood ,43.7488293378,-79.1950553496,The Guild Inn,43.74822876891380,-79.19233412766380,Hotel
761,761,Guildwood ,43.7488293378,-79.1950553496,Tim Hortons,43.74655860548150,-79.20025706291200,Coffee Shop
760,760,Guildwood ,43.7488293378,-79.1950553496,Ace's Place Bar Grill Pub,43.74678412703690,-79.19962147161770,Sports Bar
759,759,Guildwood ,43.7488293378,-79.1950553496,Guildwood Park,43.74785649414380,-79.19189886954770,Park
765,765,Henry Farm ,43.7711441425,-79.3412406671,Edward Village,43.77073743663520,-79.33626651763920,Hotel
766,766,Henry Farm ,43.7711441425,-79.3412406671,Foodland,43.774032182796200,-79.34028395662310,Supermarket
767,767,Henry Farm ,43.7711441425,-79.3412406671,Tekka Sushi,43.774171364298500,-79.34040092288770,Japanese Restaurant
768,768,Henry Farm ,43.7711441425,-79.3412406671,Subway,43.77406443496410,-79.34083221058240,Sandwich Place
769,769,Henry Farm ,43.7711441425,-79.3412406671,Highway 401 & 404 Merge,43.76807896937380,-79.33872196257580,Intersection
775,775,High Park North ,43.6575649139,-79.4663021661,Black Oak Cafe,43.65335682849800,-79.46671076127940,Food Truck
774,774,High Park North ,43.6575649139,-79.4663021661,Bennett Parkette,43.653918793394600,-79.4671871696148,Park
773,773,High Park North ,43.6575649139,-79.4663021661,High Park Village Fitness,43.65557731700020,-79.46526867033700,Gym / Fitness Center
776,776,High Park North ,43.6575649139,-79.4663021661,IDA High Park,43.65331554198390,-79.46681112650650,Pharmacy
771,771,High Park North ,43.6575649139,-79.4663021661,Rabba Fine Foods,43.65408229951800,-79.46340677360010,Convenience Store
770,770,High Park North ,43.6575649139,-79.4663021661,Lithuania Park,43.65866665347040,-79.46303844451900,Park
772,772,High Park North ,43.6575649139,-79.4663021661,High Park Tennis Club,43.65601981862480,-79.46710078958750,Tennis Court
777,777,High Park North ,43.6575649139,-79.4663021661,Hannah's Cafe,43.654178779731200,-79.46270298773380,Café
787,787,High Park-Swansea ,43.6450645834,-79.46787222430000,Grenadier Pond,43.641917456887000,-79.46537036966960,Lake
788,788,High Park-Swansea ,43.6450645834,-79.46787222430000,Baseball Diamonds - High Park,43.64887028456110,-79.4662356376648,Baseball Field
786,786,High Park-Swansea ,43.6450645834,-79.46787222430000,shakespeare in high park,43.645888,-79.464557,Amphitheater
791,791,High Park-Swansea ,43.6450645834,-79.46787222430000,Ernie Keith Field @ High Park,43.6492680637172,-79.46602408769520,Baseball Field
790,790,High Park-Swansea ,43.6450645834,-79.46787222430000,Rennie Park Rink,43.64429982271630,-79.47365960882210,Skating Rink
789,789,High Park-Swansea ,43.6450645834,-79.46787222430000,West Ravine Nature Trails,43.64919633839350,-79.46920394853810,Trail
785,785,High Park-Swansea ,43.6450645834,-79.46787222430000,The Grenadier Restaurant,43.645442343737900,-79.46598246808310,Café
779,779,High Park-Swansea ,43.6450645834,-79.46787222430000,High Park,43.6464791690415,-79.46342468261720,Park
783,783,High Park-Swansea ,43.6450645834,-79.46787222430000,High Park Zoo,43.643387,-79.462963,Zoo
782,782,High Park-Swansea ,43.6450645834,-79.46787222430000,Amphitheatre - High Park,43.64629284435420,-79.4623464345932,Amphitheater
781,781,High Park-Swansea ,43.6450645834,-79.46787222430000,Hillside Gardens - High Park,43.643761096148200,-79.46568349569140,Garden
780,780,High Park-Swansea ,43.6450645834,-79.46787222430000,High Park Dog Park,43.64670372335350,-79.46367951411190,Dog Run
778,778,High Park-Swansea ,43.6450645834,-79.46787222430000,High Park Cherry Blossoms,43.64474295597660,-79.46646355938100,Scenic Lookout
784,784,High Park-Swansea ,43.6450645834,-79.46787222430000,Dream in High Park,43.646344386220000,-79.46229215578100,Other Great Outdoors
792,792,Highland Creek ,43.7907747688,-79.17747247290000,Highland Creek,43.79028103043790,-79.17370319366460,Neighborhood
793,793,Highland Creek ,43.7907747688,-79.17747247290000,Canmore Park,43.79240145154890,-79.17833874851070,Park
794,794,Highland Creek ,43.7907747688,-79.17747247290000,Bus stop: 95 Westbound,43.788511,-79.180494,Bus Station
795,795,Highland Creek ,43.7907747688,-79.17747247290000,Kraftsman Kabinets Inc.,43.793928770167400,-79.17960405349730,Home Service
796,796,Hillcrest Village ,43.8029878281,-79.3548039999,Woodbrooke Estate,43.8020673478532,-79.35434683847970,Residential Building (Apartment / Condo)
797,797,Hillcrest Village ,43.8029878281,-79.3548039999,McNicoll Park,43.798994055288300,-79.3528398100972,Park
1177,1177,Humber Bay Shores,43.615923861300000,-79.5001366364,Mimico Arena,43.61273900749160,-79.49868183926130,Skating Rink
1178,1178,Humber Bay Shores,43.615923861300000,-79.5001366364,Mimico GO Station,43.61676130600250,-79.49689734242230,Train Station
1179,1179,Humber Bay Shores,43.615923861300000,-79.5001366364,Jimmy’s Coffee,43.618715,-79.49950600000000,Café
1180,1180,Humber Bay Shores,43.615923861300000,-79.5001366364,Breakfast Room,43.618904,-79.499738,American Restaurant
1175,1175,Humber Bay Shores,43.615923861300000,-79.5001366364,The Blue Goose,43.61678873297200,-79.4958701202763,Bar
1176,1176,Humber Bay Shores,43.615923861300000,-79.5001366364,Mario & Selina's No Frills,43.612186,-79.497828,Grocery Store
1174,1174,Humber Bay Shores,43.615923861300000,-79.5001366364,SanRemo Bakery,43.61854213652110,-79.49948481145470,Bakery
799,799,Humber Heights-Westmount,43.6922328007,-79.5224162029,Douglas B. Ford Park,43.691309553419800,-79.51674168213240,Park
798,798,Humber Heights-Westmount,43.6922328007,-79.5224162029,Parma Pizza,43.695517855681300,-79.52042015364000,Pizza Place
800,800,Humber Summit ,43.7589197465,-79.55617473630000,Yashi Sports,43.762068517275,-79.55876624223650,Sporting Goods Shop
803,803,Humbermede ,43.7434295175,-79.5423671192,Habitant Arena,43.747190602588700,-79.54018253583810,Hockey Field
804,804,Humbermede ,43.7434295175,-79.5423671192,Flood Services Canada,43.74346604811700,-79.5364263653755,Home Service
801,801,Humbermede ,43.7434295175,-79.5423671192,Saint Lucie Park,43.7431501952341,-79.54309701919560,Playground
802,802,Humbermede ,43.7434295175,-79.5423671192,Shell's Food Store,43.7401206464892,-79.54022644747190,Grocery Store
